Title,Company,Location,Experience,PostDay,Desc
Data Science Engineer,Kibbcom,Bengaluru,1-3 Yrs,30+ Days Ago,Kibbcom is looking for Data Science Engineer to join our dynamic team and embark on a r...
Databricks Data Engineer,Upteam,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-7 Yrs,30+ Days Ago,Successful candidates typically possess: . Bachelors or Masters degree in Computer Scie...
Data Science Engineer,One of the top most company in India,"Bangalore Rural, Bengaluru",5-8 Yrs,30+ Days Ago,Skills required : . Minimum 5 years working experience in Data Science Working experien...
Data Science Engineer,Global Pharma Tek,Bengaluru,1-4 Yrs,30+ Days Ago,Global Pharma Tek is looking for Data Science Engineer to join our dynamic team and e...
AIML Data Engineer,Global Pharma Tek,Bengaluru,2-5 Yrs,30+ Days Ago,"Experience with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn"
Data Engineer,Joveo,"Hyderabad, Bengaluru",2-5 Yrs,30+ Days Ago,Experience with a cloud platform AWS preferred . Own and Drive complex architectural ch...
Staff Data Engineer,Maxim Integrated,Bengaluru,7-9 Yrs,3 Days Ago,"Deep knowledge of Python, SQL, database design, and master data strategiesExperience bu..."
Big Data Engineer,Technix India Solutions,"Patna, Bengaluru",4-9 Yrs,30+ Days Ago,Requirements . 4+ years of relevant experience in big data engineering . Strong profici...
Data Engineer- US MNC (analytics),US MNC (analytics),"Hybrid - Pune, Gurugram, Bengaluru",3-8 Yrs,4 Days Ago,Salary: 15 to 30 LPAExp: 3 to 8 yearsLocation: Pune/Gurgaon/BangaloreNotice: Immediate ...
Data Engineering Manager,Examroomai India,Bengaluru(Electronics City Phase 1),5-10 Yrs,5 Days Ago,Position Title: Data Engineering ManagerReports To: CEOPosition Summary:We are looking ...
Aws Data Engineer,EXL,"Hybrid - Pune, Gurugram, Bengaluru",4-9 Yrs,5 Days Ago,"Please share your resume at prerna@exlservice.com with CTC , Expected CTC, Notice Period"
Azure Data Engineer,EXL,"Pune, Gurugram, Bengaluru",4-9 Yrs,6 Days Ago,"Hi, Please share the resume at prerna@exlservice.com with CTC, Expected CTC, Notice Per..."
Data Engineering,Lifesight Technologies,Bengaluru,3-5 Yrs,6 Days Ago,"ata Infrastructure Development:Design, develop, and maintain scalable and reliable data..."
Data Analytics Engineer,Greenlight Financial Technology,Bengaluru,2-4 Yrs,6 Days Ago,". What you should bring: . Bachelors degree in Computer Science, Data Science, Statisti..."
Data Engineer SDE II,Livingsocial,Bengaluru,3-4 Yrs,6 Days Ago,"Bachelor s degree in computer science, mathematics, or a related technical field . 3+ y..."
Data Engineering Manager,Examroomai India,Bengaluru,5-10 Yrs,7 Days Ago,". Bachelors degree in computer science . ., Information Technology, or a related field...."
Data Engineer,Blink Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,30+ Days Ago,Good Execution - Do your best work    Proactively assess production DW support trends...
SQL Data Engineer,Supro Consulting,Bengaluru,6-10 Yrs,9 Days Ago,Experience in Databricks and SQL. Build and maintain ETL processes to transform and cle...
Big Data Engineer- Pan India- Urgent Hiring!,The Glove,"Hybrid - Pune, Gurugram, Bengaluru",4-7 Yrs,24 Days Ago,"Big Data Developer 4-7 YearsSkill Set : Spark/ Pyspark, Python, Hive Location – Chennai..."
Data Engineer,Tacnique,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,Expert with SQL and strong experience with Python . Experience with data stack tools: d...
MLOps Data Engineer,Syncron,Bengaluru,2-4 Yrs,30+ Days Ago,". Bachelors in Computer Science, Mathematics, Physics, or a related fieldsExperience de..."
Data Engineer,Reveal Health Tech,Bengaluru,1-4 Yrs,30+ Days Ago,"Qualifications: Bachelors degree in Computer Science, Engineering, or a related fieldA ..."
Data Engineer,Drivetrain,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,30+ Days Ago,1-5+ years in a data engineering role(high-growth startup environments highly preferred...
Data Engineer,Komodo Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,30+ Days Ago,Minimum of 4 years experience coming from a background in professional software and dat...
Integrity Data Engineer,Global Pharma Tek,Bengaluru,2-6 Yrs,30+ Days Ago,"Developing, building, maintaining, and managing data for Integrity Management pro..."
Deputy Director Data Engineering,Pepsico,Gurugram,13-23 Yrs,17 Days Ago,OverviewPepsiCos Enterprise Data Operations (EDO) team is tasked with the responsibilit...
Data Platform Engineer,Accenture,Mumbai,7-9 Yrs,17 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Data Platform Engineer,Accenture,Mumbai,7-11 Yrs,17 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Data Engineer,Neuronimbus Software Services,Bengaluru,6-8 Yrs,16 Days Ago,". AWS: Hands-on experience with AWS services such as S3, Redshift, Glue, and LambdaPref..."
Data Engineer,Lancetech Solutions,"Pune, Gurugram, Bengaluru",7-12 Yrs,18 Days Ago,Define required data for solutions and collaborate with connectivity engineers and user...
Data Engineer,Sumeru Digital Solutions,Bengaluru,2-7 Yrs,30+ Days Ago,Sumeru Digital Solutions is looking for Data Engineer to join our dynamic team and emba...
Data Engineer-Snowflake developer with AWS,Sonata Software,"Hybrid - Hyderabad, Bangalore Rural, Chennai",6-11 Yrs,19 Days Ago,Should have good hands-on experience on Data Science skill with Design and development ...
Data Engineer,Krtrimaiq Cognitive Solutions,Remote,4-6 Yrs,19 Days Ago,The ideal candidate should have over 5 years of experience and be ready to join immedia...
Big Data Engineer,Winwire Technologies,"Hybrid - Noida, Bengaluru",4-7 Yrs,19 Days Ago,Basics of unix commands. . Must have worked on several projects in the Big data space. ...
Data Engineer,Nthinsight,Bengaluru,5-10 Yrs,30+ Days Ago,NthInsight Technologies is looking for Data Engineer to join our dynamic team and embar...
Data Engineer,Kommlink,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,30+ Days Ago,The client delivers goods and experiences to the customers via multiple physical ...
Data Engineer,ARP Investments,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,20 Days Ago,"Requirements . E., BTech, MTech, or MSc in Computer Science, Computer Engineering or si..."
Azure Data Engineer,Mastek,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,20 Days Ago,5+ years of experience in IT service delivery and operations with global onshore and o...
Data Engineer V,Astreya,"Hybrid - Hyderabad(Financial District), Pune, Bengaluru",7-12 Yrs,20 Days Ago,"Job Title: Data Engineer VLocation: Financial District, HyderabadJob Time : 2PM - 11 PM..."
"Data Engineer-ETL,Informatica",Diverse Lynx,Bengaluru,2-7 Yrs,30+ Days Ago,"Design, develop, and maintain data infrastructure, databases, and data pipelinesDevel..."
Data Engineer - Machine Learning,Edgesoft,"Mumbai, Delhi / NCR, Bengaluru",3-8 Yrs,21 Days Ago,"Key Responsibilities :- Rapidly develop and deploy production-ready ML models, with a f..."
Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,Develop extract-transform-load (ETL) jobs in Talend and demonstrate experience in Talen...
Data Engineer,Tekshapers Software Solutions,Bengaluru,2-4 Yrs,30+ Days Ago,Liaising with coworkers and clients to elucidate the requirements for each task.   Co...
Machine Learning / Data Science Engineers,Svayo,Bengaluru,2-5 Yrs,30+ Days Ago,Svayo is looking for Machine Learning / Data Science Engineers to join our dynamic team...
Power BI/Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,30+ Days Ago,". 3+ years of working knowledge / experience utilizing the following: Python, Spark / P..."
Data Engineer,Encora,"Hybrid - Hyderabad, Pune, Bengaluru",6-11 Yrs,16 Days Ago,"Hi,  Greetings from Encora Innovation Labs Pvt Ltd! A Leading World Class SaaS Technolo..."
Data Engineer,nVent,Bengaluru,3-7 Yrs,30+ Days Ago,"Bachelors degree in Computer Science, MIS, or a related field Required Experience: 5+ y..."
Data Engineer,Cloudphysician Healthcare,Bengaluru,2-3 Yrs,30+ Days Ago,"Build the infrastructure required for optimal extraction, transformation, and loading o..."
Data engineer,Coders Brain Pvt Ltd,Bengaluru,5-8 Yrs,30+ Days Ago,Continuous learning and improvement mindset . No prior experience in the energy industr...
Data Engineer,Coders Brain Pvt Ltd,Bengaluru,7-10 Yrs,30+ Days Ago,Well versed in agile and waterfall methodologies
Data Pipeline Engineer,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-16 Yrs,30+ Days Ago,Bachelor s Degree (Engineering / Computer Science preferred but not required) or equiva...
Big Data Solution Engineer,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,30+ Days Ago,"Bachelor s degree in computer science, Engineering, or related field 4+ years of experi..."
BIG DATA ENGINEER,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,30+ Days Ago,"Must-Have . 2+ years of experience with big data application stack including HDFS, YARN..."
Data Engineer,Aspire Nxt,"Mumbai, Delhi / NCR, Bengaluru",3-5 Yrs,25 Days Ago,The AWS Data Engineer role is a highly specialized position that requires the ability t...
Data Engineer: Data Platforms-AWS,IBM,Hyderabad,2-6 Yrs,25 Days Ago,Re - write some Hive queries to Spark SQL to reduce the overall batch time . Required T...
AI and Data Science Engineer,Rtwo Healthcare,Bengaluru,3-8 Yrs,30+ Days Ago,"Bachelors or master s degree in computer science, Data Science, Statistics, or a relate..."
Big Data Engineer,Xebia It Architects,Bengaluru,4-6 Yrs,30+ Days Ago,We won't track your information when you decline. But in order to comply with your pre...
Big Data Engineer,IDESLABS,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,30+ Days Ago,5 to 10 Years of in Big Data & Data related technology experience         Expert le...
"Big Data Engineer ( Spark , Scala )",Client Of change Leaders,"Hyderabad, Bangalore Rural, Coimbatore",9-14 Yrs,10 Days Ago,"Scala, Spark, Hadoop, Hive, Databricks, Cloud Strong Coding experience working on Scala..."
"Big Data Engineer (Spark, Scala)",Client of Change Leaders,"Hyderabad, Bangalore Rural, Coimbatore",3-8 Yrs,10 Days Ago,"Scala, Spark, Hadoop, Hive, Databricks, Cloud, Strong Coding experience working on Scal..."
Collibra DGC -Data Engineer - PAN India- 7-15 yrs- Immediate one month,Service based Top B2B MNC in IT Services Sector,"Hyderabad, Pune, Bengaluru",8-12 Yrs,27 Days Ago,Experience Required: 8-12 Years. Preferred Location: .  Collibra DGC - Data Engineer (8...
BU LVA - Data Engineer,Eli Lilly And Company,Bengaluru,4-7 Yrs,30+ Days Ago,4+ years of development experience as a data engineer with focus on core tools and tech...
Data engineer,Coders Brain Pvt Ltd,Bengaluru,2-5 Yrs,30+ Days Ago,"Qualifications . Bachelors degree in IT, Computer Science, Software Engineering, Busine..."
Data Engineer,RamSoft,Bengaluru,2-5 Yrs,30+ Days Ago,Experience with . distributed systems and cloud computing platforms . Ability to design...
Data Engineer,Aerial Telecom Solutions (ATS),"Pune, Chennai, Bengaluru",4-9 Yrs,27 Days Ago,"Experience in Azure ingestion from on-prem source, e.gExperience in Azure Data Factory,..."
Data Engineer,Enormous IT Services Pvt. Ltd.,"Hybrid - Hyderabad, Bangalore Rural",5-10 Yrs,28 Days Ago,Experience: 5+ YearsQualifications: . 5+ years programming experience Demonstrate exper...
Data Engineer,Fortune India 500 IT Services Firm,"Hybrid - Hyderabad, Pune, Bengaluru",8-11 Yrs,20 Days Ago,"Relevant 3+ years experience in Databricks, Python, Pyspark / Spark/Scala. . BTech / BE..."
Data Engineer,Amantya Technologies,"Gurugram, Bengaluru",5-9 Yrs,28 Days Ago,Working with Data Analysts to ensure that all data feeds are optimised and available at...
Data Engineer,Diverse Lynx,Bengaluru,2-6 Yrs,30+ Days Ago,"Build the infrastructure required for optimal extraction, transformation, and loading o..."
Data Engineer,Superior Group,Bengaluru,4-8 Yrs,30+ Days Ago,"Job Scheduling, automation experience is mustBuild the infrastructure required for opti..."
Data Engineer,Talent Smart Soft Solutions,Bengaluru,5-10 Yrs,30+ Days Ago,Talent Smart Soft Solutions (OPC) Private Limited is looking for Data Engineer to joi...
Hadoop Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,30+ Days Ago,"Engineer . ing - Hive, Oozie, Yarn / MapReduce, Spark (must) with Experience with"
Lead Data Analyst - Economics,The Economist,Gurugram,3-7 Yrs,30+ Days Ago,Perform essential maintenance and quality assurances for the production of the economic...
Data Engineer,Persistent,"Pune, Chennai, Bengaluru",4-9 Yrs,30+ Days Ago,"Expertise Youll Bring . Must have: Spark / Spark Streaming hands-on, In Depth understan..."
"Data Engineer,",Service based Top B2B MNC in IT Services Domain,"Gurugram, Chennai, Bengaluru",4-8 Yrs,24 Days Ago,"Python, SQL, NoSQL, Pyspark, MongoDB, HBase , Hadoop, Spark, Kafka, ETL, EDA, data lak..."
Data Engineer - SIEM,Securonix Consultancy,Bengaluru,1-3 Yrs,30+ Days Ago,. 1-3 years or more of hands-on working experience in engineering development and SIEM ...
Talend Data Engineer,InfoCepts,"Hybrid - Pune, Chennai, Bengaluru",6-9 Yrs,20 Days Ago,Candidate should be able to perform and deliver under large and complex environmentCert...
Data Engineer,UST,Bangalore Rural,3-8 Yrs,30+ Days Ago,"A Bachelors degree in Computer Science, Engineering, or a related disciplineRequired Sk..."
Data Engineer,KPI Partners,"Hybrid - Hyderabad, Pune, Bengaluru",8-13 Yrs,30+ Days Ago,Must have - Experience - 5 to 15 Yrs .  - Strong SQL skills. - Strong 4 years of exp in...
Data Pipeline Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,30+ Days Ago,. 6+ years of hands-on experience with advanced SQL knowledge . .
Data Engineer,Star4rall It Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,30+ Days Ago,"These include the data lake, operational databases, data pipelines, large-scale batch a..."
Salesforce Data Engineer,AWC Software Pvt. Ltd,"Noida, New Delhi, Pune, Bengaluru",5-8 Yrs,30+ Days Ago,Experience 5-8 Years     Extensive experience in Salesforce Data Architect / Data Co...
Data Engineer I,EA Games (Electronic Arts),Hyderabad,2-7 Yrs,30+ Days Ago,Opportunity Ahead      EA s Digital Platform (EADP) organization is responsible for ...
Data Platform Engineer - Google BigQuery Specialist,FitFinder,"Pune, Bengaluru, Mumbai (All Areas)",5-10 Yrs,3 Days Ago,Flexibility to work in shifts as needed. Good to Have Skills: . No specific technology ...
Azure Data Engineer,Wipzo Systech,"Hybrid - Pune, Bengaluru, Delhi / NCR",5-10 Yrs,3 Days Ago,Good to Have: . Azure certifications such as Azure Data Engineer Associate or Azure Sol...
"Expert Engineer, Data Engineering",Aeries Technology,Bengaluru,8-12 Yrs,30+ Days Ago,experience implementing and managing data security measures . Ability to collaborate wi...
Data Engineer,Tacnique,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,SKILLS:             Data Integration (Required)      Airbyte Meltano Singer         ...
Data Engineer Talend,Coders Brain Pvt Ltd,Bengaluru,2-6 Yrs,30+ Days Ago,". Education requirement: Bachelors degree in Computer Science, Information Technology, ..."
Azure Devops/Admin/Data Engineer/Solution Architect/Infra Engineer,Techmantra Gulf,"Hybrid - New Delhi, Pune, Bengaluru",4-9 Yrs,5 Days Ago,Should have knowledge on Container deployment on Kubernetes using Azure DevOps serviceH...
"Gcp Data Engineer, GCP Devops",Forbes Global 2000 IT Services Firm,"Hyderabad, Pune",6-11 Yrs,5 Days Ago,"GCP DevOPs with Docker and Jenkins, Terraform Scripting for Infrastructure and Applicat..."
